@relation Diamantes

@attribute carat numeric
@attribute cut {Ideal,Premium,Good,Very_Good,Fair}
@attribute color {E,I,J,H,F,G,D}
@attribute clarity {SI2,SI1,VS1,VS2,VVS2,VVS1,I1,IF}
@attribute price {300-699,1000-4999,5000-9999,10000+,700-999}

@data
1.13,Ideal,F,I1,1000-4999
1.13,Ideal,H,I1,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Ideal,H,I1,1000-4999
1.13,Ideal,E,I1,1000-4999
1.13,Premium,I,SI2,1000-4999
1.13,Ideal,H,I1,1000-4999
1.13,Premium,G,I1,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Ideal,E,I1,1000-4999
1.13,Premium,D,SI2,1000-4999
1.13,Premium,E,SI2,1000-4999
1.13,Good,F,SI2,1000-4999
1.13,Very_Good,E,SI2,1000-4999
1.13,Very_Good,I,SI2,1000-4999
1.13,Premium,J,SI2,1000-4999
1.13,Premium,I,SI2,1000-4999
1.13,Good,F,SI2,1000-4999
1.13,Premium,F,SI2,1000-4999
1.13,Premium,E,SI2,1000-4999
1.13,Premium,J,SI2,1000-4999
1.13,Fair,H,SI2,1000-4999
1.13,Premium,I,SI1,1000-4999
1.13,Fair,J,SI1,1000-4999
1.13,Fair,F,SI2,1000-4999
1.13,Very_Good,I,SI2,1000-4999
1.13,Very_Good,J,VS2,1000-4999
1.13,Premium,J,SI1,1000-4999
1.13,Premium,H,SI1,1000-4999
1.13,Premium,I,SI2,1000-4999
1.13,Very_Good,F,SI2,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Ideal,E,SI2,1000-4999
1.13,Ideal,I,SI2,1000-4999
1.13,Very_Good,I,VS2,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Premium,F,SI2,1000-4999
1.13,Ideal,J,SI2,1000-4999
1.13,Very_Good,J,SI1,1000-4999
1.13,Ideal,I,SI2,1000-4999
1.13,Very_Good,J,SI1,1000-4999
1.13,Good,D,SI2,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Premium,I,VS2,1000-4999
1.13,Very_Good,G,SI2,1000-4999
1.13,Ideal,F,SI2,1000-4999
1.13,Ideal,I,SI2,1000-4999
1.13,Premium,G,SI2,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Premium,I,SI1,1000-4999
1.13,Very_Good,H,SI2,1000-4999
1.13,Very_Good,H,SI2,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Ideal,H,SI1,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Premium,I,VS2,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Premium,G,SI2,1000-4999
1.13,Very_Good,H,SI2,1000-4999
1.13,Premium,H,SI1,1000-4999
1.13,Premium,H,SI1,1000-4999
1.13,Very_Good,H,SI1,1000-4999
1.13,Fair,I,VS2,1000-4999
1.13,Ideal,G,SI2,1000-4999
1.13,Ideal,H,VS2,1000-4999
1.13,Ideal,G,SI2,1000-4999
1.13,Premium,I,SI1,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Very_Good,I,SI1,1000-4999
1.13,Ideal,F,SI2,1000-4999
1.13,Ideal,D,SI2,1000-4999
1.13,Premium,I,SI1,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Premium,J,VS1,1000-4999
1.13,Premium,H,SI2,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Very_Good,E,SI1,1000-4999
1.13,Ideal,H,SI2,1000-4999
1.13,Premium,E,SI2,1000-4999
1.13,Ideal,I,SI1,1000-4999
1.13,Ideal,I,VS2,1000-4999
1.13,Very_Good,H,SI1,1000-4999
1.13,Ideal,H,SI1,1000-4999
1.13,Premium,I,VS2,1000-4999
1.13,Ideal,F,SI2,1000-4999
1.13,Good,F,SI2,1000-4999
1.13,Premium,E,SI1,5000-9999
1.13,Very_Good,F,SI2,5000-9999
1.13,Very_Good,F,SI1,5000-9999
1.13,Very_Good,F,SI1,5000-9999
1.13,Ideal,I,VS2,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Ideal,H,SI1,5000-9999
1.13,Very_Good,E,SI2,5000-9999
1.13,Ideal,G,SI2,5000-9999
1.13,Very_Good,E,SI1,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Ideal,E,SI2,5000-9999
1.13,Premium,D,SI2,5000-9999
1.13,Very_Good,E,SI2,5000-9999
1.13,Ideal,I,SI1,5000-9999
1.13,Ideal,G,SI2,5000-9999
1.13,Ideal,I,VS2,5000-9999
1.13,Very_Good,H,SI2,5000-9999
1.13,Premium,E,SI1,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Premium,E,SI2,5000-9999
1.13,Very_Good,I,VS1,5000-9999
1.13,Ideal,F,SI2,5000-9999
1.13,Premium,D,SI2,5000-9999
1.13,Very_Good,G,SI1,5000-9999
1.13,Premium,I,VS1,5000-9999
1.13,Premium,I,VS1,5000-9999
1.13,Premium,E,SI2,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Ideal,F,SI1,5000-9999
1.13,Very_Good,J,VS1,5000-9999
1.13,Premium,D,SI2,5000-9999
1.13,Premium,G,SI1,5000-9999
1.13,Ideal,I,SI2,5000-9999
1.13,Ideal,H,SI1,5000-9999
1.13,Very_Good,D,SI2,5000-9999
1.13,Premium,H,SI1,5000-9999
1.13,Ideal,D,SI2,5000-9999
1.13,Ideal,E,SI2,5000-9999
1.13,Very_Good,F,SI1,5000-9999
1.13,Ideal,H,SI1,5000-9999
1.13,Very_Good,G,SI1,5000-9999
1.13,Very_Good,I,VS2,5000-9999
1.13,Very_Good,H,VS2,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Premium,F,SI1,5000-9999
1.13,Very_Good,F,SI1,5000-9999
1.13,Premium,G,SI1,5000-9999
1.13,Very_Good,H,VS2,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Ideal,G,SI1,5000-9999
1.13,Fair,H,SI1,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Ideal,I,VS1,5000-9999
1.13,Ideal,D,SI1,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Ideal,H,VS2,5000-9999
1.13,Premium,H,VS2,5000-9999
1.13,Ideal,H,SI1,5000-9999
1.13,Ideal,D,SI1,5000-9999
1.13,Premium,H,VS1,5000-9999
1.13,Ideal,H,VS2,5000-9999
1.13,Ideal,H,SI1,5000-9999
1.13,Ideal,G,SI1,5000-9999
1.13,Premium,G,VS2,5000-9999
1.13,Ideal,F,SI1,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Premium,G,VS2,5000-9999
1.13,Ideal,E,SI1,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Ideal,H,VS2,5000-9999
1.13,Ideal,E,SI1,5000-9999
1.13,Ideal,E,SI1,5000-9999
1.13,Premium,G,VS2,5000-9999
1.13,Premium,F,VS2,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Ideal,I,VS1,5000-9999
1.13,Ideal,I,VS1,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Ideal,D,SI1,5000-9999
1.13,Very_Good,F,VS1,5000-9999
1.13,Ideal,H,VVS2,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Premium,G,VS2,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Ideal,G,VS2,5000-9999
1.13,Fair,F,VS1,5000-9999
1.13,Ideal,F,VS2,5000-9999
1.13,Premium,G,VS1,5000-9999
1.13,Premium,G,VS1,5000-9999
1.13,Ideal,G,VS1,5000-9999
1.13,Ideal,I,VVS1,5000-9999
1.13,Ideal,F,VS2,5000-9999
1.13,Ideal,H,VS1,5000-9999
1.13,Ideal,G,VS1,5000-9999
1.13,Premium,G,VS1,5000-9999
1.13,Premium,D,VS2,5000-9999
1.13,Ideal,F,VS2,5000-9999
1.13,Ideal,G,VS1,5000-9999
1.13,Very_Good,G,VS1,5000-9999
1.13,Premium,G,VVS2,5000-9999
1.13,Premium,G,VVS2,5000-9999
1.13,Ideal,G,VS1,5000-9999
1.13,Ideal,F,VS2,5000-9999
1.13,Ideal,G,VVS2,5000-9999
1.13,Ideal,E,VS2,5000-9999
1.13,Premium,E,VS1,5000-9999
1.13,Very_Good,E,VS2,5000-9999
1.13,Ideal,E,VS2,5000-9999
1.13,Ideal,E,VS2,5000-9999
1.13,Very_Good,D,VS2,5000-9999
1.13,Ideal,F,VS1,5000-9999
1.13,Premium,G,VVS1,5000-9999
1.13,Premium,G,VVS1,5000-9999
1.13,Ideal,G,VVS2,5000-9999
1.13,Ideal,G,VVS1,5000-9999
1.13,Ideal,G,VVS1,5000-9999
1.13,Ideal,G,VVS2,5000-9999
1.13,Ideal,D,VS1,5000-9999
1.13,Premium,G,IF,5000-9999
1.13,Very_Good,F,VVS2,5000-9999
1.13,Premium,G,IF,5000-9999
1.13,Ideal,E,VS2,5000-9999
1.13,Ideal,G,VVS1,5000-9999
1.13,Ideal,F,VS1,10000+
1.13,Ideal,G,IF,10000+
1.13,Ideal,F,VVS2,10000+
1.13,Ideal,G,VVS2,10000+
1.13,Ideal,F,VVS2,10000+
1.13,Ideal,F,VVS1,10000+
1.13,Ideal,E,VVS2,10000+
1.13,Ideal,E,VVS2,10000+
1.13,Ideal,E,VVS2,10000+
1.13,Ideal,D,VS1,10000+
1.13,Ideal,E,VVS1,10000+
1.13,Ideal,D,VVS2,10000+
1.13,Ideal,D,VVS2,10000+
1.13,Ideal,D,VVS2,10000+
1.13,Ideal,D,VVS2,10000+
1.13,Premium,F,IF,10000+
1.13,Premium,F,IF,10000+
1.13,Premium,F,IF,10000+
1.13,Ideal,D,VVS2,10000+
1.13,Very_Good,D,VVS2,10000+
1.13,Ideal,E,VVS1,10000+
1.13,Ideal,D,VVS1,10000+
1.13,Ideal,E,VVS1,10000+
1.14,Ideal,J,SI1,1000-4999
1.14,Fair,J,SI2,1000-4999
1.14,Good,I,SI1,1000-4999
1.14,Good,I,SI2,1000-4999
1.14,Ideal,F,I1,1000-4999
1.14,Premium,J,SI1,1000-4999
1.14,Ideal,F,I1,1000-4999
1.14,Premium,H,SI2,1000-4999
1.14,Premium,J,SI2,1000-4999
1.14,Premium,D,I1,1000-4999
1.14,Premium,J,SI2,1000-4999
1.14,Premium,D,I1,1000-4999
1.14,Very_Good,F,I1,1000-4999
1.14,Ideal,F,I1,1000-4999
1.14,Ideal,H,SI2,1000-4999
1.14,Very_Good,J,SI1,1000-4999
1.14,Ideal,J,SI2,1000-4999
1.14,Premium,G,SI2,1000-4999
1.14,Good,G,SI2,1000-4999
1.14,Ideal,I,SI2,1000-4999
1.14,Premium,F,SI2,1000-4999
1.14,Premium,H,SI1,1000-4999
1.14,Very_Good,J,SI2,1000-4999
1.14,Good,G,SI2,1000-4999
1.14,Premium,D,SI2,1000-4999
1.14,Premium,D,SI2,1000-4999
1.14,Ideal,G,SI2,1000-4999
1.14,Ideal,F,SI2,1000-4999
1.14,Premium,I,SI1,1000-4999
1.14,Very_Good,H,SI2,1000-4999
1.14,Very_Good,F,SI2,1000-4999
1.14,Premium,H,SI1,1000-4999
1.14,Premium,G,SI2,1000-4999
1.14,Very_Good,J,VS1,1000-4999
1.14,Good,I,SI1,1000-4999
1.14,Premium,H,SI2,1000-4999
1.14,Ideal,J,SI1,1000-4999
1.14,Ideal,I,SI1,1000-4999
1.14,Premium,F,SI2,1000-4999
1.14,Very_Good,I,VS2,1000-4999
1.14,Premium,I,SI1,1000-4999
1.14,Premium,I,SI1,1000-4999
1.14,Ideal,H,SI2,1000-4999
1.14,Premium,I,SI1,1000-4999
1.14,Very_Good,I,SI1,1000-4999
1.14,Premium,H,SI2,1000-4999
1.14,Ideal,H,SI1,1000-4999
1.14,Very_Good,I,SI1,1000-4999
1.14,Very_Good,G,SI2,1000-4999
1.14,Premium,G,SI2,1000-4999
1.14,Very_Good,H,SI1,1000-4999
1.14,Very_Good,J,VS1,1000-4999
1.14,Ideal,J,VS2,1000-4999
1.14,Very_Good,E,SI2,1000-4999
1.14,Ideal,H,SI1,1000-4999
1.14,Very_Good,G,SI2,1000-4999
1.14,Premium,H,SI1,1000-4999
1.14,Ideal,I,SI1,1000-4999
1.14,Very_Good,D,SI2,1000-4999
1.14,Premium,D,SI2,1000-4999
1.14,Premium,H,SI1,1000-4999
1.14,Ideal,H,SI1,5000-9999
1.14,Premium,H,SI1,5000-9999
1.14,Ideal,E,SI2,5000-9999
1.14,Premium,I,VS2,5000-9999
1.14,Premium,F,SI2,5000-9999
1.14,Very_Good,E,SI2,5000-9999
1.14,Very_Good,F,SI2,5000-9999
1.14,Premium,D,SI2,5000-9999
1.14,Very_Good,H,VS2,5000-9999
1.14,Good,I,VS1,5000-9999
1.14,Ideal,I,VS2,5000-9999
1.14,Ideal,I,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Premium,G,SI2,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Very_Good,I,VS1,5000-9999
1.14,Premium,I,VS1,5000-9999
1.14,Ideal,J,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Very_Good,E,SI2,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Premium,I,VS1,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Ideal,J,VS1,5000-9999
1.14,Very_Good,H,SI1,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Ideal,J,VS1,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Premium,H,SI1,5000-9999
1.14,Premium,H,SI1,5000-9999
1.14,Very_Good,H,SI1,5000-9999
1.14,Ideal,I,SI1,5000-9999
1.14,Ideal,E,SI2,5000-9999
1.14,Good,H,SI1,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Ideal,G,SI1,5000-9999
1.14,Ideal,D,SI2,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Very_Good,E,SI2,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Ideal,D,SI2,5000-9999
1.14,Ideal,G,SI1,5000-9999
1.14,Ideal,G,SI2,5000-9999
1.14,Premium,H,VS2,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Premium,G,SI1,5000-9999
1.14,Premium,H,VS1,5000-9999
1.14,Premium,D,SI1,5000-9999
1.14,Very_Good,F,SI1,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Premium,H,VS2,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Ideal,I,VS1,5000-9999
1.14,Good,E,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Premium,H,VS2,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Premium,H,VS2,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Ideal,D,SI1,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Premium,H,VS2,5000-9999
1.14,Premium,G,VS2,5000-9999
1.14,Very_Good,F,SI1,5000-9999
1.14,Premium,G,VS2,5000-9999
1.14,Premium,D,SI1,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Ideal,G,SI2,5000-9999
1.14,Fair,G,VS1,5000-9999
1.14,Very_Good,G,VS2,5000-9999
1.14,Premium,F,SI1,5000-9999
1.14,Very_Good,D,SI1,5000-9999
1.14,Very_Good,G,VS2,5000-9999
1.14,Premium,G,VS2,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Good,G,VS2,5000-9999
1.14,Ideal,G,SI1,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Very_Good,G,VS2,5000-9999
1.14,Ideal,H,VS1,5000-9999
1.14,Ideal,I,VS1,5000-9999
1.14,Good,G,VS1,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Ideal,H,SI1,5000-9999
1.14,Premium,G,VS2,5000-9999
1.14,Premium,G,VS2,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Very_Good,D,SI1,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Very_Good,G,VS1,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Premium,F,VS2,5000-9999
1.14,Very_Good,F,VS2,5000-9999
1.14,Ideal,H,VVS2,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Ideal,H,VS2,5000-9999
1.14,Ideal,G,VS2,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Ideal,F,VS2,5000-9999
1.14,Very_Good,D,VS2,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Ideal,F,VS2,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Very_Good,F,VS2,5000-9999
1.14,Very_Good,E,VS1,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Ideal,G,VVS2,5000-9999
1.14,Very_Good,F,VVS2,5000-9999
1.14,Ideal,F,VS1,5000-9999
1.14,Ideal,G,VVS2,5000-9999
1.14,Ideal,G,VVS1,5000-9999
1.14,Ideal,F,VVS2,5000-9999
1.14,Ideal,F,VS1,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Ideal,G,VS1,5000-9999
1.14,Ideal,F,VS1,5000-9999
1.14,Ideal,D,VS1,5000-9999
1.14,Ideal,F,VVS1,5000-9999
1.14,Ideal,F,VVS2,5000-9999
1.14,Ideal,E,VS2,5000-9999
1.14,Premium,E,VVS2,10000+
1.14,Ideal,G,IF,10000+
1.14,Premium,E,VVS2,10000+
1.14,Ideal,E,VVS2,10000+
1.14,Ideal,E,VVS2,10000+
1.14,Ideal,F,VVS2,10000+
1.14,Premium,F,VVS1,10000+
1.14,Ideal,G,VVS1,10000+
1.14,Ideal,E,VVS2,10000+
1.14,Ideal,F,VVS1,10000+
1.14,Premium,F,VVS1,10000+
1.14,Premium,F,VVS1,10000+
1.14,Very_Good,F,VVS1,10000+
1.14,Ideal,F,VVS1,10000+
1.14,Ideal,G,IF,10000+
1.14,Very_Good,E,IF,10000+
1.14,Good,D,IF,10000+
1.14,Very_Good,D,IF,10000+
1.14,Good,G,I1,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Very_Good,G,I1,1000-4999
1.15,Premium,G,I1,1000-4999
1.15,Ideal,H,I1,1000-4999
1.15,Ideal,G,SI2,1000-4999
1.15,Good,J,SI2,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Very_Good,J,SI2,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Premium,F,SI2,1000-4999
1.15,Premium,E,SI2,1000-4999
1.15,Very_Good,E,SI2,1000-4999
1.15,Premium,G,SI2,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Premium,E,SI2,1000-4999
1.15,Premium,E,SI2,1000-4999
1.15,Premium,J,SI1,1000-4999
1.15,Premium,I,SI2,1000-4999
1.15,Ideal,J,SI1,1000-4999
1.15,Very_Good,I,SI2,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Premium,F,SI2,1000-4999
1.15,Good,F,SI2,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Premium,I,SI1,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Premium,E,SI2,1000-4999
1.15,Premium,E,SI2,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Very_Good,J,VS2,1000-4999
1.15,Very_Good,H,SI2,1000-4999
1.15,Premium,H,SI1,1000-4999
1.15,Premium,G,SI1,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Premium,I,SI1,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Ideal,G,SI2,1000-4999
1.15,Very_Good,I,SI1,1000-4999
1.15,Premium,G,SI2,1000-4999
1.15,Premium,G,SI1,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Ideal,G,SI2,1000-4999
1.15,Ideal,H,SI1,1000-4999
1.15,Very_Good,F,SI2,1000-4999
1.15,Ideal,I,SI1,1000-4999
1.15,Ideal,G,SI2,1000-4999
1.15,Premium,I,SI1,1000-4999
1.15,Very_Good,D,SI2,1000-4999
1.15,Premium,H,SI2,1000-4999
1.15,Premium,I,SI1,1000-4999
1.15,Ideal,H,SI2,1000-4999
1.15,Premium,G,SI2,1000-4999
1.15,Good,H,SI1,5000-9999
1.15,Ideal,G,VS2,5000-9999
1.15,Ideal,I,VS2,5000-9999
1.15,Very_Good,H,SI1,5000-9999
1.15,Premium,I,VS2,5000-9999
1.15,Premium,F,SI2,5000-9999
1.15,Premium,I,SI2,5000-9999
1.15,Ideal,J,VS2,5000-9999
1.15,Premium,H,SI1,5000-9999
1.15,Ideal,J,VS1,5000-9999
1.15,Very_Good,D,SI2,5000-9999
1.15,Premium,H,VS2,5000-9999
1.15,Very_Good,E,SI2,5000-9999
1.15,Premium,E,SI2,5000-9999
1.15,Ideal,I,SI2,5000-9999
1.15,Ideal,G,SI1,5000-9999
1.15,Very_Good,E,SI2,5000-9999
1.15,Very_Good,H,SI1,5000-9999
1.15,Ideal,H,SI1,5000-9999
1.15,Ideal,H,SI2,5000-9999
1.15,Premium,G,SI1,5000-9999
1.15,Premium,H,SI1,5000-9999
1.15,Premium,H,SI1,5000-9999
1.15,Ideal,E,SI1,5000-9999
1.15,Ideal,I,VS2,5000-9999
1.15,Very_Good,G,SI1,5000-9999
1.15,Ideal,G,VS2,5000-9999
1.15,Very_Good,G,SI1,5000-9999
1.15,Ideal,I,VS1,5000-9999
1.15,Ideal,F,SI2,5000-9999
1.15,Very_Good,H,VS2,5000-9999
1.15,Good,H,VS2,5000-9999
1.15,Very_Good,H,VS2,5000-9999
1.15,Very_Good,H,VS2,5000-9999
1.15,Premium,G,SI1,5000-9999
1.15,Premium,G,SI1,5000-9999
1.15,Ideal,D,SI2,5000-9999
1.15,Ideal,I,VS1,5000-9999
1.15,Very_Good,D,SI1,5000-9999
1.15,Good,H,VS1,5000-9999
1.15,Ideal,H,VS2,5000-9999
1.15,Premium,D,SI1,5000-9999
1.15,Ideal,H,SI1,5000-9999
1.15,Very_Good,F,SI1,5000-9999
1.15,Ideal,I,SI1,5000-9999
1.15,Ideal,I,SI1,5000-9999
1.15,Ideal,G,SI1,5000-9999
1.15,Ideal,G,VS2,5000-9999
1.15,Premium,G,VS2,5000-9999
1.15,Ideal,E,SI1,5000-9999
1.15,Fair,G,VS1,5000-9999
1.15,Premium,G,VS2,5000-9999
1.15,Ideal,H,VS2,5000-9999
1.15,Ideal,H,VS2,5000-9999
1.15,Very_Good,H,VVS2,5000-9999
1.15,Very_Good,G,VS2,5000-9999
1.15,Premium,H,VVS2,5000-9999
1.15,Very_Good,E,VS2,5000-9999
1.15,Premium,D,SI1,5000-9999
1.15,Premium,G,VS2,5000-9999
1.15,Premium,G,VS1,5000-9999
1.15,Very_Good,H,VS1,5000-9999
1.15,Ideal,I,VS1,5000-9999
1.15,Ideal,H,SI1,5000-9999
1.15,Ideal,H,VS1,5000-9999
1.15,Very_Good,G,VS2,5000-9999
1.15,Premium,D,SI1,5000-9999
1.15,Premium,G,VS1,5000-9999
1.15,Ideal,G,VS2,5000-9999
1.15,Very_Good,D,VS2,5000-9999
1.15,Very_Good,D,VS1,5000-9999
1.15,Ideal,G,VS1,5000-9999
1.15,Premium,F,VS1,5000-9999
1.15,Ideal,D,VS2,5000-9999
1.15,Very_Good,G,VVS2,5000-9999
1.15,Premium,G,VVS2,5000-9999
1.15,Ideal,G,VVS2,5000-9999
1.15,Ideal,F,VVS2,5000-9999
1.15,Premium,G,VVS1,5000-9999
1.15,Ideal,F,VVS2,5000-9999
1.15,Premium,G,VVS1,5000-9999
1.15,Very_Good,G,VVS2,5000-9999
1.15,Ideal,G,VVS1,5000-9999
1.15,Ideal,G,VVS2,5000-9999
1.15,Ideal,E,VS2,5000-9999
1.15,Ideal,F,VS1,10000+
1.15,Ideal,D,VS2,10000+
1.15,Ideal,G,VVS1,10000+
1.15,Ideal,F,VVS2,10000+
1.15,Ideal,E,VVS2,10000+
1.15,Ideal,E,VVS1,10000+
1.15,Very_Good,E,IF,10000+
1.16,Fair,H,SI2,1000-4999
1.16,Premium,H,SI2,1000-4999
1.16,Ideal,I,SI2,1000-4999
1.16,Premium,D,I1,1000-4999
1.16,Good,G,SI2,1000-4999
1.16,Premium,D,I1,1000-4999
1.16,Premium,F,SI2,1000-4999
1.16,Ideal,I,SI2,1000-4999
1.16,Ideal,J,SI1,1000-4999
1.16,Ideal,J,SI1,1000-4999
1.16,Good,F,SI2,1000-4999
1.16,Premium,H,SI2,1000-4999
1.16,Fair,H,SI2,1000-4999
1.16,Premium,J,SI1,1000-4999
1.16,Fair,G,SI2,1000-4999
1.16,Premium,G,SI2,1000-4999
1.16,Very_Good,J,VS2,1000-4999
1.16,Premium,J,SI1,1000-4999
1.16,Premium,I,SI2,1000-4999
1.16,Good,F,SI2,1000-4999
1.16,Ideal,G,SI2,1000-4999
1.16,Very_Good,H,SI2,1000-4999
1.16,Very_Good,H,SI2,1000-4999
1.16,Premium,F,SI2,1000-4999
1.16,Good,F,SI2,1000-4999
1.16,Ideal,I,SI2,1000-4999
1.16,Ideal,I,SI2,1000-4999
1.16,Very_Good,I,SI1,1000-4999
1.16,Fair,G,SI1,1000-4999
1.16,Very_Good,I,SI1,1000-4999
1.16,Ideal,I,SI1,1000-4999
1.16,Premium,J,VS2,1000-4999
1.16,Ideal,G,SI2,1000-4999
1.16,Ideal,I,SI1,1000-4999
1.16,Very_Good,H,SI2,1000-4999
1.16,Very_Good,I,SI1,1000-4999
1.16,Ideal,H,SI2,1000-4999
1.16,Premium,H,SI1,1000-4999
1.16,Premium,F,SI2,1000-4999
1.16,Very_Good,I,VS2,1000-4999
1.16,Ideal,I,VS2,1000-4999
1.16,Premium,H,SI2,1000-4999
1.16,Premium,I,SI1,1000-4999
1.16,Premium,H,SI2,1000-4999
1.16,Premium,I,SI1,1000-4999
1.16,Ideal,G,SI2,1000-4999
1.16,Premium,I,VS2,1000-4999
1.16,Premium,G,SI2,1000-4999
1.16,Ideal,G,SI2,1000-4999
1.16,Premium,G,SI2,1000-4999
1.16,Premium,H,SI2,1000-4999
1.16,Ideal,E,SI2,5000-9999
1.16,Ideal,E,SI2,5000-9999
1.16,Premium,I,SI1,5000-9999
1.16,Premium,I,VS2,5000-9999
1.16,Very_Good,E,SI2,5000-9999
1.16,Very_Good,D,SI2,5000-9999
1.16,Premium,F,SI2,5000-9999
1.16,Ideal,G,SI2,5000-9999
1.16,Premium,H,SI1,5000-9999
1.16,Ideal,I,SI1,5000-9999
1.16,Ideal,E,SI2,5000-9999
1.16,Ideal,E,SI2,5000-9999
1.16,Ideal,I,SI1,5000-9999
1.16,Ideal,J,SI1,5000-9999
1.16,Premium,D,SI2,5000-9999
1.16,Premium,F,SI2,5000-9999
1.16,Premium,F,SI2,5000-9999
1.16,Ideal,G,SI2,5000-9999
1.16,Ideal,G,SI2,5000-9999
1.16,Ideal,I,VS2,5000-9999
1.16,Ideal,H,SI2,5000-9999
1.16,Ideal,G,SI2,5000-9999
1.16,Ideal,I,VS2,5000-9999
1.16,Good,H,SI1,5000-9999
1.16,Premium,G,SI1,5000-9999
